#CHROM	POS	results/alignments/NC_018969_SER001.bam	results/alignments/NC_018969_SER002.bam	results/alignments/NC_018969_SER003.bam	results/alignments/NC_018969_SEQ004.bam	results/alignments/NC_018969_SEQ012.bam	results/alignments/NC_018969_SEQ013.bam	results/alignments/NC_018969_SEQ018.bam	results/alignments/NC_018969_SEQ023.bam	results/alignments/NC_018969_SEQ033.bam	results/alignments/NC_018969_SEQ034.bam	results/alignments/NC_018969_SEQ037.bam	results/alignments/NC_018969_SEQ038.bam	results/alignments/NC_018969_SEQ039.bam	results/alignments/NC_018969_SEQ040.bam	results/alignments/NC_018969_SEQ041.bam	results/alignments/NC_018969_SEQ044.bam	results/alignments/NC_018969_SEQ045.bam	results/alignments/NC_018969_SEQ046.bam	results/alignments/NC_018969_SEQ047.bam	results/alignments/NC_018969_SEQ052.bam	results/alignments/NC_018969_SEQ053.bam	results/alignments/NC_018969_SEQ054.bam	results/alignments/NC_018969_SEQ057.bam	results/alignments/NC_018969_SEQ059.bam	results/alignments/NC_018969_SEQ062.bam	results/alignments/NC_018969_SEQ066.bam	results/alignments/NC_018969_SEQ073.bam	results/alignments/NC_018969_SEQ076.bam	results/alignments/NC_018969_SEQ077.bam	results/alignments/NC_018969_SEQ085.bam	results/alignments/NC_018969_SEQ099.bam	results/alignments/NC_018969_SEQ100.bam	results/alignments/NC_018969_SEQ107.bam	results/alignments/NC_018969_SEQ111.bam	results/alignments/NC_018969_SEQ114.bam	results/alignments/NC_018969_SEQ119.bam	results/alignments/NC_018969_SEQ121.bam	results/alignments/NC_018969_SEQ122.bam	results/alignments/NC_018969_SEQ123.bam	results/alignments/NC_018969_SEQ125.bam	results/alignments/NC_018969_SEQ126.bam	results/alignments/NC_018969_SEQ127.bam	results/alignments/NC_018969_SEQ132.bam	results/alignments/NC_018969_SEQ133.bam	results/alignments/NC_018969_SEQ140.bam	results/alignments/NC_018969_SEQ149.bam	results/alignments/NC_018969_SEQ153.bam	results/alignments/NC_018969_SEQ160.bam	results/alignments/NC_018969_SEQ168.bam	results/alignments/NC_018969_SEQ172.bam	results/alignments/NC_018969_SEQ177.bam	results/alignments/NC_018969_SEQ189.bam	results/alignments/NC_018969_SEQ190.bam	results/alignments/NC_018969_SEQ201.bam	results/alignments/NC_018969_SEQ217.bam	results/alignments/NC_018969_SEQ219.bam	results/alignments/NC_018969_SEQ249.bam	results/alignments/NC_018969_SEQ269.bam
NC_018969.1	1	610	954	1	2	0	2	0	0	0	420	604	568	526	582	446	667	644	0	0	686	411	409	432	638	99	541	436	808	222	862	87	0	0	0	0	0	0	0	11	0	0	0	0	0	0	528	0	0	0	0	462	694	3	0	0	0	781	1110
NC_018969.1	2	623	984	1	2	0	2	0	0	0	428	624	580	541	600	457	689	670	0	0	717	420	413	441	654	101	545	442	829	222	874	87	0	0	0	0	0	0	0	11	0	0	0	0	0	0	528	0	0	0	0	464	700	3	0	0	0	788	1124
NC_018969.1	3	632	1021	1	2	0	2	0	0	0	439	647	592	555	609	469	711	696	0	0	751	429	417	448	680	103	558	447	854	230	904	87	0	0	0	0	0	0	0	11	0	0	0	0	0	0	535	0	0	0	0	468	714	3	0	0	0	798	1159
NC_018969.1	4	677	1099	3	2	0	2	0	0	0	451	669	607	563	620	475	727	714	0	0	779	435	424	449	689	104	565	469	941	247	997	90	0	0	0	0	0	0	0	12	0	0	0	0	0	0	560	0	0	0	0	489	757	3	0	0	0	840	1280
NC_018969.1	5	691	1130	3	2	0	2	0	0	0	461	686	622	579	636	484	743	727	0	0	794	437	426	457	708	105	574	479	973	251	1019	91	0	0	0	0	0	0	0	12	0	0	0	0	0	0	562	0	0	0	0	490	768	3	0	0	0	845	1315
NC_018969.1	6	711	1173	3	2	0	2	0	0	0	467	705	639	588	655	492	759	750	0	0	809	443	436	464	727	106	590	489	1030	260	1066	93	0	0	0	0	0	0	0	12	0	0	0	0	0	0	591	0	0	0	0	503	783	3	0	0	0	851	1395
NC_018969.1	7	729	1194	3	2	0	2	0	0	0	478	725	652	598	669	501	770	764	0	0	838	451	443	473	757	107	603	494	1045	262	1090	93	0	0	0	0	0	0	0	12	0	0	0	0	0	0	596	0	0	0	0	504	789	3	0	0	0	852	1413
NC_018969.1	8	732	1205	3	2	0	2	0	0	0	490	751	661	613	686	518	786	797	0	0	862	461	449	480	770	108	609	496	1052	262	1097	94	0	0	0	0	0	0	0	12	0	0	0	0	0	0	598	0	1	0	0	505	789	3	0	0	0	900	1425
NC_018969.1	9	735	1215	3	2	0	2	0	0	0	496	764	677	629	705	528	811	816	0	0	892	466	453	484	794	110	617	496	1063	263	1111	97	0	0	0	0	0	0	0	12	0	0	0	0	0	0	599	0	1	0	0	506	796	3	0	0	0	907	1436
NC_018969.1	10	736	1220	3	2	0	2	0	0	0	504	791	702	643	724	540	835	845	0	0	914	477	461	492	813	110	629	498	1066	263	1117	97	0	0	0	0	0	0	0	12	0	0	0	0	0	0	599	0	1	0	0	507	798	3	0	0	0	920	1446
